"ID","shLuci_vitro_v2_1","shLuci_vitro_v2_2","shLuci_vitro_v2_3","shLuci_vivo_v2_1_NN","shLuci_vivo_v2_2_NN","shLuci_vivo_v2_3_NN","shRad21_vitro_v2_1","shRad21_vitro_v2_2","shRad21_vitro_v2_3","shRad21_vivo_v2_1_NN","shRad21_vivo_v2_2_NN","shRad21_vivo_v2_3_NN"
"ENSMUSG00000001763",128,206,230,292,247,357,191,181,314,392,287,361
"ENSMUSG00000001767",766,1238,1226,1195,1184,1364,1595,1303,1824,1251,1351,1187
"ENSMUSG00000001768",122,197,263,169,127,168,205,233,400,291,332,282
"ENSMUSG00000001773",0,0,0,0,6,0,0,0,0,0,0,0
"ENSMUSG00000001774",1736,2531,2636,2698,2386,3212,3402,2584,3799,2882,3240,2915
"ENSMUSG00000001783",3563,5292,5042,7298,5704,6505,6367,5364,7546,6966,6443,6094
"ENSMUSG00000001785",1267,1643,1536,3616,3120,3630,1831,1464,1798,3224,3101,3097
"ENSMUSG00000001786",945,1190,1469,2219,2102,2092,1453,1182,1764,1808,1911,1970
"ENSMUSG00000001794",4533,6090,6868,2751,2314,2745,8513,7190,10220,2957,2891,2844
"ENSMUSG00000001802",1,1,1,6,4,5,3,1,1,20,15,21
"ENSMUSG00000001804",0,0,0,0,9,3,0,0,0,0,0,0
"ENSMUSG00000001815",0,0,1,0,0,0,1,0,1,0,0,0
"ENSMUSG00000001819",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001823",0,0,0,0,1,0,0,1,0,0,0,0
"ENSMUSG00000001827",0,0,0,1,3,1,0,0,0,1,2,0
"ENSMUSG00000001829",786,1027,1214,1601,1395,1595,1027,903,1227,1554,1569,1519
"ENSMUSG00000001833",3814,5875,5709,6646,5406,6680,6530,5582,7834,6647,7039,6776
"ENSMUSG00000001844",488,678,821,1814,1399,1779,970,771,1051,1790,1591,1493
"ENSMUSG00000001847",3234,4773,4743,7347,6749,7624,6692,5667,8427,6914,7511,6939
"ENSMUSG00000001855",1398,1866,2315,2243,1631,1563,2719,2138,2826,1612,2068,1728
"ENSMUSG00000001864",101,86,106,101,111,127,133,94,138,258,210,225
"ENSMUSG00000001865",83,220,289,1641,1227,1170,509,751,1895,2552,3846,2175
"ENSMUSG00000001870",2,6,2,5,38,27,3,3,4,26,19,12
"ENSMUSG00000001891",1121,1720,1384,1575,1327,1476,1755,1558,2126,1591,1461,1393
"ENSMUSG00000001901",7,8,14,1,0,6,9,5,14,8,3,3
"ENSMUSG00000001909",1581,1724,2423,2284,1882,2184,2516,1959,2728,2354,1998,2023
"ENSMUSG00000001910",2685,3527,4022,1403,1013,1185,4789,3834,5440,1085,1309,1177
"ENSMUSG00000001911",1333,1876,2446,2271,1753,2136,2901,2405,3110,2383,2059,2099
"ENSMUSG00000001918",4229,5285,6285,7770,6451,8010,5667,4330,6040,8950,7679,7715
"ENSMUSG00000001924",7820,10648,12834,10689,9344,10095,13689,11795,16154,9809,11160,10128
"ENSMUSG00000001930",946,1260,2103,340,313,374,2571,2882,4089,2849,3166,3104
"ENSMUSG00000001942",913,1410,1435,2133,2103,2184,1606,1294,1890,1870,2249,1977
"ENSMUSG00000001943",46,53,133,19,15,20,223,168,218,77,47,47
"ENSMUSG00000001946",1142,1343,1855,2225,1827,2229,4262,3919,6053,5864,5394,5502
"ENSMUSG00000001948",17,54,45,42,44,46,33,27,41,50,47,34
"ENSMUSG00000001962",680,941,1076,1178,985,1131,1202,926,1315,1108,981,1019
"ENSMUSG00000001964",1372,2016,1903,966,594,737,2025,1727,2205,993,996,787
"ENSMUSG00000001983",206,392,345,252,133,172,435,362,559,193,254,188
"ENSMUSG00000001985",0,0,2,0,2,6,0,1,0,0,0,0
"ENSMUSG00000001986",663,1231,1037,781,611,576,712,607,803,121,184,150
"ENSMUSG00000001988",20,30,45,29,28,25,37,20,42,37,30,23
"ENSMUSG00000001995",23,38,51,32,40,46,34,21,33,13,26,39
"ENSMUSG00000001998",422,582,691,382,436,422,880,641,861,264,418,363
"ENSMUSG00000001999",513,711,597,938,903,1019,871,772,1062,1045,1018,987
"ENSMUSG00000002006",41,28,48,12,14,7,63,52,72,15,12,11
"ENSMUSG00000002007",5,3,6,9,25,20,2,4,6,24,10,10
"ENSMUSG00000002010",3329,4359,4319,9729,7919,9593,4815,4147,5519,8216,8711,8345
"ENSMUSG00000002012",109,186,135,425,444,589,106,89,126,509,388,385
"ENSMUSG00000002014",4155,3833,3403,3121,2985,3161,3581,3264,4868,3084,2825,2903
"ENSMUSG00000002015",2972,3901,4786,6218,5599,6931,5091,4037,5988,6455,6551,6082
"ENSMUSG00000002017",1224,1607,1778,809,758,811,2030,1530,2159,824,855,821
"ENSMUSG00000002020",3,2,0,0,4,4,3,0,0,0,3,0
"ENSMUSG00000002028",7451,10064,12552,3192,2325,3622,11208,8030,11542,3312,2995,3307
"ENSMUSG00000002031",426,691,787,597,521,526,977,779,1242,559,552,536
"ENSMUSG00000002032",11,17,12,62,88,48,23,20,27,45,80,52
"ENSMUSG00000002033",0,2,0,4,7,3,0,0,0,1,2,1
"ENSMUSG00000002043",1790,1999,1750,1733,1680,1872,1939,1733,2376,1594,1574,1671
"ENSMUSG00000002052",2546,3694,4728,884,734,1108,4872,3986,5475,886,1067,1059
"ENSMUSG00000002055",1510,1994,2617,2113,1526,1714,2775,1910,2737,1206,1511,1102
"ENSMUSG00000002057",0,2,1,1,9,3,2,2,1,2,0,9
"ENSMUSG00000002058",1542,1917,1960,1240,1147,1536,1983,1838,2713,1920,1405,1543
"ENSMUSG00000002059",356,514,554,91,83,70,346,317,674,76,65,84
"ENSMUSG00000002064",1387,1811,1904,1964,1771,2104,2009,1908,2748,1981,1950,1913
"ENSMUSG00000002068",289,312,349,377,337,474,442,336,482,322,393,259
"ENSMUSG00000002076",11,31,48,31,48,27,87,76,108,60,52,41
"ENSMUSG00000002083",573,755,729,303,342,364,587,558,755,358,314,398
"ENSMUSG00000002100",2,14,11,29,29,24,7,5,8,24,26,9
"ENSMUSG00000002102",2076,2645,2838,5553,4663,5430,4385,3341,4672,5418,5348,5051
"ENSMUSG00000002103",560,812,879,1007,746,958,1121,905,1302,1213,989,969
"ENSMUSG00000002104",31,26,68,122,148,129,43,46,98,88,91,90
"ENSMUSG00000002105",395,448,575,591,528,750,810,665,1005,1154,880,1009
"ENSMUSG00000002107",5432,8354,8701,6586,5260,6015,13066,9938,14368,5679,5874,5574
"ENSMUSG00000002108",11,24,25,45,45,52,74,65,113,120,126,112
"ENSMUSG00000002109",290,306,459,708,634,625,572,366,552,623,629,569
"ENSMUSG00000002111",2193,2936,2961,4280,3466,3866,2033,2021,2831,2377,2598,2459
"ENSMUSG00000002129",2748,3454,4084,3483,3267,3523,5510,4164,5459,3694,3930,3673
"ENSMUSG00000002147",2843,3845,4142,5458,4203,5030,4341,3814,5048,4713,5273,5113
"ENSMUSG00000002190",3,4,6,11,5,5,1,1,6,9,12,6
"ENSMUSG00000002204",2201,2652,2510,5701,5078,5441,3307,2899,4262,5049,5404,5231
"ENSMUSG00000002205",989,1290,1405,3772,2893,3128,2040,1753,2331,3238,3354,3048
"ENSMUSG00000002210",633,813,1010,1195,929,1230,1048,836,1237,988,1015,1013
"ENSMUSG00000002221",1085,1380,1771,2644,2023,2349,2560,1735,2560,2178,2591,2174
"ENSMUSG00000002222",3240,5526,5861,2152,1896,2042,6390,5434,8069,1682,2288,1910
"ENSMUSG00000002227",652,870,1344,1458,1080,1443,1286,1035,1513,1550,1576,1411
"ENSMUSG00000002228",43,106,114,6,7,8,31,38,109,8,11,3
"ENSMUSG00000002233",241,331,330,9,31,23,260,404,581,21,15,38
"ENSMUSG00000002240",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249",132,176,254,49,27,36,157,128,282,26,21,21
"ENSMUSG00000002250",1124,1404,1651,57,31,62,1354,1194,1711,55,17,32
"ENSMUSG00000002257",2882,4091,4632,5423,4680,4903,4518,3902,5084,5163,4728,4711
"ENSMUSG00000002265",40,53,142,0,1,1,91,64,117,1,0,0
"ENSMUSG00000002266",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000002274",61,52,54,111,101,103,60,49,62,63,51,62
"ENSMUSG00000002279",475,671,631,983,918,1092,790,642,927,907,873,896
"ENSMUSG00000002280",472,656,741,1503,1017,1315,793,660,967,1222,1206,1188
"ENSMUSG00000002289",197,229,300,858,743,786,185,145,228,550,498,500
"ENSMUSG00000002297",1403,1999,2166,1524,1211,1376,2226,1838,2491,1148,1108,1048
"ENSMUSG00000002307",905,1311,1582,1741,1516,1790,1396,1318,1828,1510,1562,1488
"ENSMUSG00000002308",536,536,608,1051,947,1049,639,468,684,1070,956,936
"ENSMUSG00000002319",806,1020,1343,3098,2590,3320,1652,1177,1651,3550,3023,3419
"ENSMUSG00000002320",1049,1140,1370,2181,1923,2188,1612,1240,1796,1899,2050,1840
"ENSMUSG00000002324",317,538,821,1028,751,1030,566,647,1137,1190,1044,1007
"ENSMUSG00000002325",1256,2331,2415,3085,2673,3639,1896,1951,2930,2712,3385,2837
"ENSMUSG00000002326",788,1145,1254,2436,2087,2506,1568,1302,1732,2360,2525,2445
"ENSMUSG00000002329",583,759,914,1787,1537,1948,1388,1118,1553,1751,1760,1713
"ENSMUSG00000002332",628,1000,1190,1656,1375,1526,1170,1045,1480,1359,1420,1284
"ENSMUSG00000002341",1,0,0,4,5,4,0,0,0,1,0,0
"ENSMUSG00000002342",914,961,1033,2270,1836,2228,1359,965,1394,2170,1950,1917
"ENSMUSG00000002343",241,213,236,584,425,516,386,281,397,567,522,478
"ENSMUSG00000002345",438,680,875,733,575,750,895,797,1010,770,793,741
"ENSMUSG00000002346",101,95,175,228,157,261,237,132,164,293,288,310
"ENSMUSG00000002365",385,575,574,1164,856,1079,903,760,1078,1110,1048,1019
"ENSMUSG00000002372",1530,1668,1965,2904,2507,2849,2488,2069,2771,2724,2631,2711
"ENSMUSG00000002379",430,479,509,1334,1140,1425,670,546,715,1309,1225,1350
"ENSMUSG00000002384",1,1,6,0,2,0,6,0,2,6,2,2
"ENSMUSG00000002393",200,156,163,292,288,303,263,188,295,329,271,293
"ENSMUSG00000002395",1416,1668,1418,1589,1402,1517,1977,1589,2267,1425,1367,1374
"ENSMUSG00000002396",263,308,362,601,513,712,564,434,703,813,631,627
"ENSMUSG00000002409",253,405,600,480,325,451,674,507,799,393,451,384
"ENSMUSG00000002413",1514,2375,2699,1053,760,945,2485,1863,2810,1032,1016,910
"ENSMUSG00000002416",335,395,377,775,677,844,524,358,531,701,719,738
"ENSMUSG00000002428",1132,1617,1776,1733,1439,1895,2113,1474,2189,1710,1911,1732
"ENSMUSG00000002455",1691,2456,2749,3459,2574,2992,3006,2725,3681,3039,3028,2938
"ENSMUSG00000002458",1440,1899,2073,4728,3968,5295,2539,2075,2750,3794,3776,3709
"ENSMUSG00000002459",0,0,1,0,1,0,1,2,0,1,0,0
"ENSMUSG00000002475",0,3,2,2,11,5,4,1,1,9,5,3
"ENSMUSG00000002477",1481,1603,1461,1676,1751,1754,2020,1561,2090,1484,1397,1345
"ENSMUSG00000002486",285,378,679,415,299,411,597,417,644,447,390,401
"ENSMUSG00000002489",1108,1461,1751,427,295,349,2550,2096,3123,341,359,325
"ENSMUSG00000002496",1425,1942,2481,2309,1982,2079,2625,1942,2847,2197,2509,2298
"ENSMUSG00000002500",17,16,33,3,15,4,53,31,54,3,4,1
"ENSMUSG00000002504",351,406,481,353,333,348,499,361,690,594,419,571
"ENSMUSG00000002524",2297,2936,3354,8645,7260,8441,3657,3400,4458,7758,7990,7821
"ENSMUSG00000002546",1509,2163,2561,1255,1042,1043,2885,2425,3355,1053,1204,1043
"ENSMUSG00000002550",323,356,490,928,918,1155,480,386,582,1065,1073,1011
"ENSMUSG00000002565",832,2526,4167,110,79,96,179,435,974,118,152,58
"ENSMUSG00000002578",162,204,203,3,52,60,413,278,381,121,110,139
"ENSMUSG00000002580",200,271,236,569,613,719,294,274,341,635,546,632
"ENSMUSG00000002588",1,0,1,1,4,0,0,0,0,0,0,0
"ENSMUSG00000002602",540,866,759,334,332,504,336,349,474,347,243,270
"ENSMUSG00000002603",4515,5381,6774,5410,4056,5335,6908,5936,7852,5349,5736,5197
"ENSMUSG00000002608",1119,1529,2019,2089,1719,1942,1884,1558,2213,1844,1911,2090
"ENSMUSG00000002617",440,679,777,594,636,649,1030,695,1201,570,694,650
"ENSMUSG00000002625",1033,1359,2185,2446,2009,2808,2094,1575,2450,2918,2631,2820
"ENSMUSG00000002633",1,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000002635",364,431,419,800,712,811,512,428,575,757,699,707
"ENSMUSG00000002658",1259,1695,1772,2593,2102,2677,2237,1755,2406,2440,2314,2132
"ENSMUSG00000002660",738,730,721,2211,1996,2212,933,734,1007,2191,1906,2101
"ENSMUSG00000002661",128,145,149,476,464,621,171,142,218,445,428,434
"ENSMUSG00000002664",1,4,4,4,9,3,6,10,8,8,9,10
"ENSMUSG00000002668",1327,1607,2508,1857,1517,1925,2515,2008,3013,1470,1211,1537
"ENSMUSG00000002679",344,410,390,594,515,545,598,436,671,547,554,549
"ENSMUSG00000002688",16,22,21,15,8,12,29,26,30,34,38,48
"ENSMUSG00000002699",4897,7867,8744,3130,2726,3077,4250,3923,5561,3368,3248,3058
"ENSMUSG00000002718",3490,4630,4359,5218,5037,5429,5743,4404,6357,4934,5934,4978
"ENSMUSG00000002728",491,598,577,1063,998,1074,787,594,853,1002,981,986
"ENSMUSG00000002731",667,957,871,952,789,897,1178,939,1346,969,952,824
"ENSMUSG00000002732",124,188,152,233,210,259,308,279,478,376,294,343
"ENSMUSG00000002733",742,1052,1029,1195,1222,1640,1129,1015,1469,1419,1620,1572
"ENSMUSG00000002741",1557,2330,2176,1871,1511,2016,2941,2494,3625,1801,1908,1667
"ENSMUSG00000002748",5030,5888,7970,3220,2796,3318,10087,7524,11122,2925,3205,3040
"ENSMUSG00000002763",974,1168,1370,3010,2670,3558,1448,1258,1860,2740,2691,2891
"ENSMUSG00000002767",754,995,1004,1674,1282,1535,1247,1041,1429,1427,1396,1428
"ENSMUSG00000002768",635,756,661,1132,1140,1277,970,842,1150,1224,1090,1309
"ENSMUSG00000002769",6,6,4,4,7,5,11,6,14,6,3,3
"ENSMUSG00000002771",43,48,42,45,35,25,25,22,35,52,52,52
"ENSMUSG00000002778",2155,2733,2880,1537,1414,1579,3023,2694,3734,1526,1538,1426
"ENSMUSG00000002781",361,436,516,315,295,286,558,452,677,331,301,327
"ENSMUSG00000002791",9,20,13,12,25,11,15,13,27,12,18,11
"ENSMUSG00000002797",147,227,226,198,219,239,212,193,226,226,186,212
"ENSMUSG00000002799",1295,1280,1739,449,325,321,2042,1308,2052,519,455,476
"ENSMUSG00000002803",145,136,206,580,590,549,336,233,314,589,511,624
"ENSMUSG00000002804",415,463,440,1182,934,1059,653,542,719,1073,1009,1000
"ENSMUSG00000002808",124,149,142,211,182,274,201,130,192,863,753,724
"ENSMUSG00000002812",2355,3254,4126,5162,4117,4514,5721,4750,6338,4941,5903,5563
"ENSMUSG00000002814",602,858,984,1125,879,900,985,919,1221,814,1059,995
"ENSMUSG00000002820",353,363,435,768,609,951,526,421,587,614,820,751
"ENSMUSG00000002825",346,340,398,995,937,1115,625,364,520,1007,828,991
"ENSMUSG00000002831",3,0,1,0,4,0,6,1,4,6,0,0
"ENSMUSG00000002833",1213,1695,2372,3169,2185,2489,2334,2054,2881,2949,2730,2567
"ENSMUSG00000002835",1041,1272,1884,2397,2009,2191,2159,1647,2152,2023,2303,1904
"ENSMUSG00000002844",1557,1997,1943,2634,2286,2544,1608,1496,2153,2316,2064,2302
"ENSMUSG00000002845",762,902,897,858,783,855,947,706,1017,704,752,718
"ENSMUSG00000002846",422,489,540,176,184,178,495,454,629,160,155,146
"ENSMUSG00000002847",1,2,0,1,6,0,1,2,3,5,2,0
"ENSMUSG00000002870",3386,3896,5002,11426,9401,10833,6464,4843,6642,9621,11932,9527
"ENSMUSG00000002871",676,701,1074,1784,1452,2251,1094,947,1483,1918,1823,1909
"ENSMUSG00000002881",1800,2812,2405,2368,2070,2314,2842,2522,3350,2556,2640,2368
"ENSMUSG00000002885",270,379,634,565,436,741,392,410,807,906,1030,1093
"ENSMUSG00000002897",2843,3674,5022,7124,5702,6996,5225,4138,5940,4564,6241,5039
"ENSMUSG00000002900",3,5,5,7,12,2,1,8,6,5,3,1
"ENSMUSG00000002908",65,72,86,39,22,5,80,66,121,3,30,18
"ENSMUSG00000002910",510,566,729,655,517,692,748,633,923,636,590,654
"ENSMUSG00000002930",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002944",7,23,14,20,20,105,21,14,34,36,56,39
"ENSMUSG00000002948",1525,1909,2311,1983,1513,2033,2748,2069,2896,1677,1868,1785
"ENSMUSG00000002949",1769,2229,2378,2095,1784,2073,2616,2195,3073,1936,1773,1773
"ENSMUSG00000002957",1426,2038,2430,2613,2156,2392,2304,2157,3078,2035,2197,2152
"ENSMUSG00000002963",725,860,936,1483,1068,1143,1051,918,1309,1098,994,997
"ENSMUSG00000002968",930,1122,1364,1401,1167,1400,1573,1165,1601,1204,1173,1270
"ENSMUSG00000002980",641,727,936,329,338,513,637,538,861,227,217,273
"ENSMUSG00000002981",1874,2310,2423,4153,3498,4208,3038,2477,3475,3793,4129,4242
"ENSMUSG00000002983",1089,1417,1112,476,482,433,827,997,952,373,330,468
"ENSMUSG00000002984",925,1074,1169,2642,2265,2692,1520,1184,1575,2619,2333,2338
"ENSMUSG00000002985",2474,3135,4044,6638,4539,5158,5815,6535,14817,7093,6941,6957
"ENSMUSG00000002992",0,0,0,1,0,1,0,0,1,1,2,0
"ENSMUSG00000002996",1824,2943,3435,5843,4894,5359,3817,3233,4908,4399,6312,5295
"ENSMUSG00000002997",3222,4820,3948,3561,3340,3276,4147,3950,5442,4251,3872,3721
"ENSMUSG00000003031",2086,2979,3872,448,310,380,5261,4881,7848,420,484,413
"ENSMUSG00000003032",13,20,22,13,24,12,29,17,23,21,6,24
"ENSMUSG00000003033",1487,2059,2509,7460,5433,6892,3001,2660,3715,6457,6307,6246
"ENSMUSG00000003037",2104,2755,2831,4410,3774,4382,3141,2878,4203,3963,4053,4161
"ENSMUSG00000003038",596,638,684,2035,1907,2499,1122,766,939,1593,1845,1617
"ENSMUSG00000003039",1989,2563,2437,5210,4898,5876,3037,2802,4090,5526,5592,5314
"ENSMUSG00000003051",1,0,0,0,0,0,1,2,1,0,0,0
"ENSMUSG00000003053",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003062",341,493,430,719,753,976,529,450,533,963,870,843
"ENSMUSG00000003068",2148,2643,3130,1403,875,969,3392,2895,4070,1427,1401,1028
"ENSMUSG00000003070",13,12,14,3,3,4,27,14,32,6,5,3
"ENSMUSG00000003072",2846,3149,3095,4710,4598,4828,3562,3154,3945,4194,3875,4468
"ENSMUSG00000003099",2087,2497,2963,3670,3469,4104,3475,2772,3874,3589,3698,3672
"ENSMUSG00000003119",1232,1918,1961,585,446,537,2356,1772,2455,507,553,527
"ENSMUSG00000003123",411,641,763,768,514,736,599,554,843,570,618,552
"ENSMUSG00000003131",2849,4337,4576,3872,3844,4443,5181,4435,6240,3923,4394,4050
"ENSMUSG00000003134",358,545,817,736,620,813,679,562,858,763,844,782
"ENSMUSG00000003135",1078,1489,1557,1789,1633,1785,1671,1384,1918,1772,1831,1462
"ENSMUSG00000003153",10281,14397,19425,2614,2379,2494,12304,12450,21263,3236,3367,3581
"ENSMUSG00000003154",465,649,819,753,641,957,738,665,955,827,853,860
"ENSMUSG00000003161",2114,2838,2605,4931,4268,5339,3619,3027,4008,5074,5219,5077
"ENSMUSG00000003166",1385,1778,1975,2644,2388,2968,2373,1965,2576,2855,3019,2562
"ENSMUSG00000003178",111,134,142,60,37,56,170,149,292,41,47,34
"ENSMUSG00000003184",1086,1299,1697,2180,1731,2296,1845,1433,2037,2185,2105,1943
"ENSMUSG00000003190",247,265,346,322,298,365,418,351,377,341,268,298
"ENSMUSG00000003198",231,311,348,496,637,727,439,326,478,545,656,599
"ENSMUSG00000003199",1118,1380,1412,2720,2322,2556,1236,1114,1602,2010,1803,1921
"ENSMUSG00000003200",1732,2155,2673,4056,3623,4985,4031,3069,4756,4689,4612,4819
"ENSMUSG00000003206",2047,2482,2513,400,600,1245,1690,1752,2333,450,287,559
"ENSMUSG00000003208",190,203,241,532,492,586,320,265,358,509,518,443
"ENSMUSG00000003226",9698,15009,14518,2189,2102,1930,12641,10256,15636,1985,2123,1881
"ENSMUSG00000003227",4,2,5,79,103,125,8,7,8,42,66,62
"ENSMUSG00000003228",82,137,207,15,29,24,234,216,325,20,13,23
"ENSMUSG00000003233",463,605,848,547,427,545,1120,693,943,535,632,595
"ENSMUSG00000003234",1049,1282,1329,2005,1680,1904,1679,1389,2063,2035,1882,2099
"ENSMUSG00000003235",1481,1940,2101,3059,2539,3019,2554,2158,2819,2703,2861,2676
"ENSMUSG00000003269",718,838,962,1379,1060,1647,1419,1015,1371,1519,1474,1469
"ENSMUSG00000003271",27,58,54,58,57,39,56,44,70,53,57,49
"ENSMUSG00000003273",30,43,65,5,14,19,25,22,57,23,18,23
"ENSMUSG00000003279",7,4,7,3,27,14,5,3,4,1,4,0
"ENSMUSG00000003282",512,750,989,17,12,81,776,595,980,72,51,65
"ENSMUSG00000003283",55,133,89,119,83,142,8,28,21,83,47,39
"ENSMUSG00000003299",507,635,772,1874,1566,1966,886,732,944,1850,1824,1892
"ENSMUSG00000003308",1190,1646,1852,2478,2237,2414,2231,1821,2620,2495,2439,2359
"ENSMUSG00000003309",2,7,8,15,35,17,4,7,11,25,14,12
"ENSMUSG00000003316",3832,5366,5788,4519,3075,3346,7087,5435,8598,3566,4096,3605
"ENSMUSG00000003341",1,16,11,4,28,2,12,6,13,0,1,0
"ENSMUSG00000003344",613,778,1047,1866,1578,1787,1142,1029,1366,1820,1680,1905
"ENSMUSG00000003345",3660,4656,4802,6125,5240,6037,5612,4807,7059,5496,5719,5672
"ENSMUSG00000003346",1108,1052,1069,3519,3434,3722,1329,1153,1522,3549,2965,3327
"ENSMUSG00000003348",627,791,840,2029,1838,1955,913,657,938,1740,1826,1791
"ENSMUSG00000003352",10,13,22,0,12,1,8,12,28,0,4,0
"ENSMUSG00000003354",0,3,4,0,3,3,5,3,2,2,1,4
"ENSMUSG00000003355",294,358,313,194,217,270,265,199,320,506,365,360
"ENSMUSG00000003360",2352,3139,3801,175,109,195,4251,3520,4956,122,188,130
"ENSMUSG00000003363",1330,1668,1956,1605,1331,1698,2053,1772,2871,1788,1483,1798
"ENSMUSG00000003378",1489,1814,2657,462,329,526,2394,2039,2883,537,465,612
"ENSMUSG00000003379",0,4,3,199,398,392,3,2,5,155,48,75
"ENSMUSG00000003380",1823,2119,2005,3219,3077,3824,1914,1833,2538,3435,2744,3484
"ENSMUSG00000003382",1832,2454,2746,862,807,939,2997,2347,3338,1065,1086,1170
"ENSMUSG00000003402",2246,2618,3475,2927,2367,2969,3117,2807,3830,2820,2779,3027
"ENSMUSG00000003410",3,0,1,0,5,3,2,1,1,4,0,0
"ENSMUSG00000003411",1,1,4,2,10,7,0,0,0,4,2,2
"ENSMUSG00000003418",5,3,13,127,155,70,1,2,2,27,58,28
"ENSMUSG00000003420",654,616,568,591,671,702,709,670,872,605,516,613
"ENSMUSG00000003421",919,1261,1248,2628,1858,2442,1658,1417,1783,2269,2252,2280
"ENSMUSG00000003423",954,1256,1410,1641,1524,1700,1736,1480,1961,1364,1310,1366
"ENSMUSG00000003429",5426,7340,8764,4284,3540,4425,7617,7079,9280,3925,3522,3852
"ENSMUSG00000003435",3405,4539,5612,4480,3174,3727,6106,5189,7241,3762,4096,3955
"ENSMUSG00000003436",0,1,1,0,1,0,0,0,1,0,1,0
"ENSMUSG00000003437",966,1363,1818,2398,1837,2282,1858,1554,2125,2312,2167,2235
"ENSMUSG00000003438",1007,986,1087,3341,2991,3501,1304,1007,1342,2770,2743,2827
"ENSMUSG00000003444",108,128,103,193,202,261,179,134,165,246,173,208
"ENSMUSG00000003452",466,805,807,790,554,752,1104,837,1244,974,1053,908
"ENSMUSG00000003458",2068,2695,3409,4068,3624,3854,3339,2904,4109,3311,3726,3425
"ENSMUSG00000003464",1507,2015,1998,2528,2507,2492,2389,1940,2958,2463,2384,2440
"ENSMUSG00000003469",2,1,1,5,18,7,0,0,1,0,2,3
"ENSMUSG00000003476",0,0,0,0,8,2,0,0,0,0,3,0
"ENSMUSG00000003477",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000003484",1,5,4,40,56,49,2,1,1,38,25,30
"ENSMUSG00000003500",1720,2555,2857,5624,4839,5955,2939,2489,3802,4380,4434,4335
"ENSMUSG00000003505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003518",819,1013,1107,140,111,109,1495,1332,1978,231,151,163
"ENSMUSG00000003526",460,488,640,1575,1274,1399,910,657,836,1885,1606,1393
"ENSMUSG00000003527",448,649,674,1646,1131,1447,806,673,877,1332,1342,1283
"ENSMUSG00000003528",3517,5003,5649,4605,3988,4341,4699,4524,6540,5179,4671,4624
"ENSMUSG00000003531",433,496,531,829,714,845,557,453,675,788,656,780
"ENSMUSG00000003534",59,66,75,1,5,20,82,62,109,58,55,31
"ENSMUSG00000003541",2918,5360,5306,1901,1338,1311,1851,2598,3726,1399,1528,1446
"ENSMUSG00000003545",4,8,10,56,45,27,9,7,20,120,43,68
"ENSMUSG00000003546",545,780,819,962,933,1049,969,881,1198,834,1114,1093
"ENSMUSG00000003549",178,289,395,824,612,719,483,323,515,619,618,642
"ENSMUSG00000003555",1,0,0,0,3,3,1,0,0,0,0,0
"ENSMUSG00000003559",224,513,565,1898,1741,2084,522,520,899,2174,2289,2283
"ENSMUSG00000003573",663,791,1049,720,474,701,1476,1102,1609,696,692,722
"ENSMUSG00000003575",934,1219,1647,1319,1062,1362,1942,1425,1835,1533,1481,1503
"ENSMUSG00000003581",332,392,481,965,710,938,672,495,671,1132,986,979
"ENSMUSG00000003585",181,377,511,53,66,55,406,474,684,138,130,115
"ENSMUSG00000003604",239,293,351,942,872,1100,464,383,470,1115,872,1103
"ENSMUSG00000003617",8,22,17,23,12,9,7,5,7,15,5,3
"ENSMUSG00000003623",923,1446,1506,3116,2665,2890,2417,2057,3234,3427,3654,3442
"ENSMUSG00000003644",3050,4388,5319,8127,7203,7901,4750,4075,6169,6739,6993,7329
"ENSMUSG00000003657",1,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000003660",4289,5925,7047,4402,3482,3810,8309,6548,9116,3413,4024,3977
"ENSMUSG00000003662",886,1133,1124,1624,1826,2145,1441,1297,1832,1793,1858,1744
"ENSMUSG00000003665",2,1,7,0,0,1,3,2,8,1,1,0
"ENSMUSG00000003680",844,1016,1164,2471,2150,2686,1372,1180,1562,2299,2369,2443
"ENSMUSG00000003721",666,961,997,866,977,977,1008,928,1344,985,1178,1056
"ENSMUSG00000003731",1891,2657,2627,513,421,437,3015,2353,3565,476,505,521
"ENSMUSG00000003746",4229,6431,5381,3779,3655,3806,4817,3907,5753,2539,3088,2644
"ENSMUSG00000003752",247,264,294,361,373,478,354,298,365,414,405,450
"ENSMUSG00000003762",417,544,507,700,570,627,545,481,626,613,547,621
"ENSMUSG00000003778",2072,2984,3763,5578,4188,5183,3886,2939,3960,4066,4668,3817
"ENSMUSG00000003779",1113,1440,1587,2613,2030,2245,1967,1397,1816,1569,2003,1472
"ENSMUSG00000003808",2506,3230,3541,5972,5013,5918,3052,2426,3349,4611,4435,4264
